class;cap-diameter;cap-shape;cap-surface;cap-color;does-bruise-or-bleed;gill-attachment;gill-spacing;gill-color;stem-height;stem-width;stem-color;has-ring;ring-type;habitat;season
p;7.36;x;i;y;f;a;c;n;8.59;8.11;n;t;z;d;u
e;5.97;s;w;y;f;f;f;f;4.2;11.87;y;f;f;d;u
p;5.96;f;t;g;f;d;c;w;5.61;10.33;n;f;f;l;a
e;8.35;f;t;b;f;d;c;y;2.49;15.01;w;f;f;d;w
e;3.63;x;k;n;f;p;c;n;3.67;9.57;y;f;f;d;a
p;2.56;f;y;n;f;e;c;w;3.44;3.09;w;t;e;d;u
p;3.47;x;t;n;f;s;c;n;5.59;9.86;w;t;z;d;a
p;3.92;x;t;y;f;x;c;w;4.98;6.73;w;f;f;d;a
e;20.65;f;s;w;f;a;d;k;8.13;24.99;w;f;f;d;u
p;2.77;p;t;n;f;a;c;n;6.95;2.69;y;t;e;m;a
p;5.39;c;i;y;f;a;c;r;6.4;7.46;w;f;f;d;a
p;3.49;f;d;b;f;x;c;y;4.54;3.15;n;f;f;d;u
e;2.94;x;h;n;f;a;c;k;5.67;6.38;w;f;f;d;u
p;16.83;s;k;n;f;d;c;y;5.39;26.98;k;f;f;d;u
p;1.6;b;h;n;f;a;c;n;4.45;1.48;n;f;f;g;u
p;3.31;s;d;w;f;a;d;w;3.62;2.5;w;f;f;g;a
e;6.39;x;t;y;t;x;c;y;6.29;15.18;w;f;f;d;u
p;9.57;x;h;y;f;s;c;p;5.5;15.04;n;f;f;d;u
p;1.38;b;h;n;f;a;c;n;3.68;1.37;n;f;f;g;s
e;5.1;x;y;g;f;s;c;g;4.0;6.64;w;f;f;d;a
p;3.55;o;s;w;f;a;c;w;0.0;0.0;f;f;f;d;a
p;4.54;b;h;r;f;s;c;n;6.13;7.18;n;t;e;g;u
e;0.8;x;g;e;t;a;c;w;5.21;0.88;n;f;f;d;u
e;7.32;p;t;g;f;a;c;w;6.83;12.58;w;f;f;d;u
e;4.24;x;y;n;f;e;c;w;4.01;8.41;n;f;f;d;u
e;3.29;x;h;n;f;a;c;k;5.04;6.27;w;f;f;d;a
p;1.13;b;t;n;f;a;c;k;3.77;2.47;n;t;f;g;a
e;7.7;f;s;n;f;s;c;w;5.92;10.98;n;f;f;l;a
e;5.03;x;y;n;f;e;c;n;3.87;11.45;w;t;r;w;a
e;10.1;p;s;w;t;e;c;n;10.0;17.02;w;t;l;m;u
e;4.35;x;t;y;f;x;c;w;6.29;3.22;w;f;f;d;u
p;2.62;o;s;g;f;f;f;f;0.0;0.0;f;t;f;d;a
e;7.37;x;d;n;t;p;c;y;8.79;16.01;y;f;f;d;u
p;4.35;x;s;o;f;a;c;y;6.13;6.94;o;f;f;g;u
e;0.79;p;g;g;f;a;c;g;2.55;1.48;w;f;f;d;w
p;2.87;b;y;p;f;e;c;w;3.62;3.24;w;t;e;d;a
p;15.63;x;s;n;t;p;c;e;8.4;29.18;y;f;f;d;u
p;4.05;b;t;n;f;x;c;p;6.86;5.23;g;f;f;m;u
p;18.22;s;s;n;f;d;c;y;5.72;29.91;n;f;f;d;a
p;24.26;f;g;o;f;p;c;y;5.98;45.52;n;f;f;d;a
e;5.54;x;t;y;f;e;c;w;5.83;11.21;w;t;g;d;a
p;5.84;f;t;n;f;d;c;y;5.55;9.03;n;f;f;l;w
p;6.93;f;t;e;f;x;d;w;5.69;17.59;w;f;f;d;a
e;7.3;f;g;o;f;s;c;n;8.59;11.69;o;f;f;d;a
p;2.71;x;d;w;f;d;d;w;2.71;2.33;w;f;f;g;a
e;1.13;b;g;w;f;a;c;g;2.72;1.59;w;f;f;d;a
p;3.33;x;h;o;f;a;c;n;4.23;6.13;n;t;z;d;a
e;7.91;f;d;w;f;s;c;w;5.36;25.66;w;f;f;m;u
p;9.37;s;t;r;t;d;c;o;5.47;13.18;w;t;f;d;u
e;7.68;x;t;n;f;a;c;w;7.21;14.75;w;f;f;d;a
p;9.01;x;t;n;t;x;c;u;8.63;19.08;g;f;f;d;a
p;7.94;f;y;u;f;s;c;y;7.67;19.09;y;f;f;d;a
e;1.49;c;g;n;f;a;c;g;4.51;1.3;g;f;f;l;a
p;5.38;b;h;l;f;s;c;g;6.97;8.83;w;t;e;d;a
p;13.05;x;k;w;t;d;d;n;6.73;29.29;w;f;f;d;w
p;1.17;f;s;y;f;f;f;f;2.64;4.57;y;f;f;d;u
e;17.5;p;d;o;f;p;c;n;13.53;32.4;w;f;f;d;u
e;5.53;x;t;y;f;a;c;w;5.73;13.99;g;f;f;d;a
e;1.5;c;g;n;f;a;c;w;4.8;1.44;g;f;f;d;u
e;9.25;x;t;n;t;p;c;y;7.86;18.09;n;t;p;d;a
p;0.56;x;g;o;f;a;c;y;3.4;0.75;w;f;f;d;a
e;3.21;b;g;w;f;x;d;w;5.13;2.78;y;f;f;g;u
p;6.34;p;g;n;f;e;c;w;9.14;19.55;w;t;p;d;a
e;7.69;s;t;g;f;s;c;u;6.94;18.94;b;f;f;d;a
e;7.98;x;s;n;f;e;c;p;5.88;9.25;w;f;f;d;u
p;4.24;o;s;w;f;a;c;w;0.0;0.0;f;f;f;d;a
p;5.62;b;d;n;f;a;c;n;5.91;6.68;y;t;f;d;u
p;3.48;s;w;u;f;a;c;u;5.58;5.3;u;f;f;l;a
e;8.15;x;t;n;f;s;c;g;6.19;18.48;u;f;f;g;a
p;2.63;x;g;e;f;a;c;p;7.79;2.52;w;f;f;d;u
p;10.31;o;t;e;f;f;f;f;3.66;24.73;n;f;f;d;u
p;7.24;x;t;n;f;x;c;w;14.83;8.29;n;f;f;d;a
p;5.38;x;s;y;f;a;c;y;6.19;8.46;o;f;f;g;a
p;7.24;s;d;o;f;d;c;o;3.5;6.46;o;f;f;d;u
p;2.56;o;t;g;f;f;f;f;3.4;15.89;g;f;f;d;a
e;12.13;x;y;e;f;a;c;w;7.89;27.57;n;t;e;d;w
e;10.05;s;t;o;t;d;c;o;5.98;17.91;w;f;f;d;u
p;2.3;o;l;g;f;f;f;f;0.0;0.0;f;f;f;d;u
e;4.54;f;t;o;f;a;d;w;5.9;4.71;o;f;f;d;a
p;0.67;x;g;e;f;a;c;n;4.1;1.05;k;f;f;d;s
p;3.78;x;t;n;f;s;c;n;5.81;9.55;w;t;z;d;a
p;13.08;f;t;n;t;d;c;n;7.26;17.79;n;f;f;h;u
p;7.53;f;w;p;f;s;c;p;4.05;9.99;p;f;f;d;a
e;10.2;f;t;n;f;s;c;g;7.37;20.08;u;f;f;g;a
e;9.18;x;h;y;f;p;c;y;7.72;15.17;y;t;f;d;a
e;7.48;x;t;p;f;x;c;w;5.78;18.2;w;f;f;d;a
p;6.66;o;t;e;f;f;f;f;2.86;20.77;n;f;f;d;u
e;5.93;s;t;u;f;s;c;u;6.47;17.87;u;f;f;d;w
e;4.29;x;s;n;f;p;c;n;4.79;11.15;e;f;f;d;u
p;3.69;s;w;u;f;a;c;u;5.0;5.68;u;f;f;l;u
e;3.3;x;k;n;f;p;c;y;3.76;9.92;n;f;f;d;a
p;7.49;x;t;n;f;x;c;y;5.53;15.81;y;f;f;d;a
p;7.12;s;t;n;f;x;c;y;6.33;14.34;y;f;f;d;a
p;1.08;b;t;n;f;a;c;k;4.21;2.64;n;t;f;g;a
e;5.09;x;s;o;f;p;c;n;5.74;12.78;n;f;f;d;a
e;3.71;x;h;n;f;a;c;k;5.13;6.19;w;f;f;d;a
p;2.66;b;t;n;f;a;c;n;8.74;2.5;g;f;f;g;u
p;1.65;x;g;y;f;d;d;n;2.69;2.68;n;f;f;d;a
p;6.49;o;t;y;f;a;c;y;1.5;12.55;n;f;f;d;w
e;8.33;o;t;n;f;a;c;w;3.9;23.04;n;f;f;d;u
e;5.55;s;t;n;f;d;c;w;4.76;7.2;w;f;f;h;a
p;4.27;x;s;y;f;a;c;k;7.36;7.54;y;t;z;d;u
e;4.01;b;h;k;f;s;d;g;4.34;10.18;g;f;f;d;u
p;8.07;f;w;p;f;s;c;p;4.76;9.88;p;f;f;d;a
p;2.05;x;g;n;f;d;d;n;2.63;2.79;n;f;f;d;a
p;2.47;b;w;u;f;a;c;u;6.41;4.83;u;f;f;l;u
p;15.71;f;g;e;f;e;c;w;17.39;16.5;w;t;p;d;a
p;8.03;f;w;p;f;s;c;p;5.06;9.62;p;f;f;d;w
e;4.74;x;t;l;f;d;c;r;4.98;6.01;r;f;f;l;u
e;4.7;x;t;w;f;d;c;r;6.31;8.36;l;f;f;l;a
p;4.02;c;i;y;f;a;c;n;5.63;6.81;w;f;f;d;u
e;53.82;o;y;y;f;p;c;y;5.5;33.96;k;f;f;d;u
e;6.35;s;t;n;f;d;c;w;5.52;8.5;w;f;f;h;u
p;3.52;x;i;e;f;a;c;e;4.81;6.9;e;f;f;d;a
e;11.18;f;t;b;f;d;c;y;2.47;14.63;w;f;f;d;a
p;3.46;x;t;n;f;s;c;n;6.53;8.15;w;t;z;d;a
p;3.52;b;y;n;f;a;c;g;5.88;4.38;w;f;f;d;a
e;2.07;x;t;b;f;a;d;w;5.36;3.91;w;f;f;d;a
p;3.74;x;s;y;f;a;c;y;7.71;7.57;y;t;z;d;a
e;10.48;p;i;n;t;e;c;p;9.19;16.99;w;t;l;d;a
p;6.96;x;t;n;f;d;c;y;5.4;10.11;n;f;f;d;w
p;4.05;b;t;n;f;a;c;k;10.01;6.0;w;t;f;g;a
e;5.93;x;t;g;f;a;d;n;5.94;5.12;g;t;l;d;w
p;7.61;f;h;e;f;x;d;w;6.34;18.48;w;f;f;d;u
e;11.55;x;s;e;f;d;d;w;10.28;16.43;n;t;f;d;u
e;4.05;b;g;n;f;x;d;w;4.87;2.59;y;f;f;g;u
e;9.84;p;y;w;f;e;c;w;14.93;11.45;w;t;e;u;a
e;4.28;c;t;g;f;f;f;f;4.66;19.44;n;f;f;d;s
e;7.13;f;g;o;f;s;c;y;8.7;11.27;n;f;f;d;a
e;5.98;f;t;y;f;a;c;w;6.56;15.62;g;f;f;d;w
p;2.03;p;t;n;f;a;c;g;7.01;2.28;y;t;e;m;u
p;2.86;s;d;w;f;d;d;w;3.37;2.45;w;f;f;g;u
e;9.04;s;t;w;t;d;c;o;6.1;17.5;w;f;f;d;u
e;2.34;x;t;u;f;a;d;w;4.9;4.41;w;f;f;d;w
p;7.65;x;t;n;f;x;c;y;5.47;17.24;y;f;f;d;a
p;12.15;x;t;n;t;d;c;n;5.51;14.28;n;f;f;d;u
p;16.44;x;s;g;f;s;c;p;8.02;18.7;n;f;f;d;a
e;7.24;x;h;g;f;a;d;n;7.23;6.38;g;t;l;d;a
e;0.92;x;g;n;t;a;c;w;5.25;0.95;n;f;f;d;a
p;9.21;x;e;n;t;p;c;o;9.46;24.12;e;f;f;d;a
e;1.02;b;g;g;f;a;c;g;3.13;1.56;w;f;f;d;s
p;8.66;x;i;n;f;a;c;n;8.85;8.64;n;t;z;g;a
p;1.44;b;t;g;f;a;c;g;4.3;1.7;n;f;f;d;u
e;6.15;s;t;y;f;a;c;w;5.52;13.69;g;f;f;d;u
p;1.93;c;h;y;f;a;c;n;7.02;2.5;y;f;f;g;a
p;3.04;b;w;u;f;a;c;u;3.84;4.48;u;f;f;l;u
p;3.6;x;t;n;f;x;c;p;8.67;4.36;p;f;f;l;u
p;18.78;s;k;n;f;d;c;y;4.73;22.91;n;f;f;d;a
e;1.13;b;g;w;f;a;c;g;3.38;1.67;w;f;f;d;s
e;46.87;o;y;y;f;p;c;y;5.51;25.54;k;f;f;d;u
p;19.01;f;d;e;f;p;c;y;5.82;38.77;n;f;f;d;a
e;4.98;x;t;r;f;a;c;r;6.48;9.26;l;f;f;d;a
e;9.72;x;t;n;t;a;c;w;9.4;17.64;w;t;g;d;u
p;4.46;c;i;y;f;a;c;n;6.16;6.82;w;f;f;d;a
e;13.49;x;e;g;f;a;c;w;7.86;23.63;w;f;f;l;w
e;8.05;x;y;n;f;e;c;p;5.84;10.63;n;f;f;d;a
e;3.66;x;d;p;f;a;c;e;5.05;6.02;o;f;f;m;w
p;6.94;f;t;y;f;x;c;y;6.88;13.11;w;f;f;d;u
p;18.49;f;d;n;f;d;c;y;6.62;39.1;n;f;f;d;u
e;3.12;b;g;n;f;x;d;w;4.64;2.65;y;f;f;g;a
p;5.03;f;t;y;f;s;d;y;6.31;13.24;y;f;f;d;a
p;3.17;x;s;y;f;a;c;y;8.04;7.67;y;t;z;d;a
e;3.88;x;k;n;f;p;c;e;5.06;10.14;n;f;f;d;a
e;1.49;c;g;n;f;a;c;g;5.0;1.56;g;f;f;d;a
p;3.0;x;y;n;f;a;c;w;5.58;3.59;y;t;r;h;u
p;1.22;x;k;n;f;a;c;n;2.92;1.43;n;f;f;d;u
e;19.52;x;t;n;f;a;d;k;8.28;22.01;w;f;f;d;w
e;4.08;x;t;o;f;p;c;n;6.63;13.39;e;f;f;d;a
p;6.12;f;d;e;t;d;c;w;5.44;9.07;n;f;f;d;a
e;10.02;s;t;w;t;d;c;y;5.56;22.34;w;f;f;d;u
p;7.56;x;y;w;t;a;c;g;8.42;14.12;w;t;l;g;u
e;9.16;x;s;u;f;a;c;w;4.3;15.54;w;f;f;d;a
p;6.75;x;y;w;t;a;c;w;8.08;13.89;w;t;l;g;u
p;1.46;x;t;n;f;a;c;n;4.8;2.45;n;f;f;g;a
p;1.79;f;i;k;f;a;c;w;4.34;2.43;w;f;f;g;a
p;5.27;f;t;y;f;s;d;y;5.62;14.44;y;f;f;d;a
p;2.26;f;h;n;f;a;c;y;9.1;3.72;y;f;f;g;u
e;0.89;p;g;g;f;a;c;g;2.44;1.18;w;f;f;d;u
p;5.96;f;t;y;f;s;d;y;5.37;13.31;y;f;f;d;a
e;3.77;f;g;g;f;a;d;g;5.15;3.25;g;f;f;d;w
p;2.14;f;s;o;f;d;c;o;2.44;4.71;y;f;f;h;a
e;9.92;x;s;n;f;e;c;p;7.94;10.65;n;f;f;d;u
e;3.94;f;h;n;f;a;c;n;6.17;6.71;w;f;f;d;u
p;5.13;o;s;w;f;a;c;w;0.0;0.0;f;f;f;d;u
p;6.67;x;t;n;f;s;c;n;4.86;7.63;n;f;f;d;w
e;9.77;f;h;n;f;s;c;n;9.9;13.81;n;f;f;d;a
e;5.5;x;l;w;f;d;c;w;3.25;7.9;w;f;f;d;u
p;6.68;f;t;g;f;d;c;y;5.28;9.25;n;f;f;l;a
e;7.17;x;l;w;f;d;c;p;3.6;10.45;w;f;f;g;u
e;3.96;f;s;w;f;d;d;w;2.74;5.34;w;f;f;m;w
e;6.57;x;s;u;f;a;c;w;4.38;14.29;w;f;f;d;a
p;4.52;s;t;e;t;d;c;b;5.56;4.78;n;f;f;d;u
p;2.52;x;t;n;f;s;c;n;5.48;8.32;w;t;z;d;u
e;10.0;f;s;y;f;x;c;n;7.07;21.5;p;f;f;d;u
p;3.04;x;d;w;f;a;d;p;3.85;2.47;w;f;f;g;u
e;8.68;s;t;n;f;s;c;g;6.34;19.66;u;f;f;g;a
p;3.91;x;t;y;f;x;c;w;4.71;6.59;w;f;f;d;u
p;2.93;b;t;n;f;a;c;k;9.24;2.59;n;f;f;g;a
e;10.17;s;t;w;t;d;c;o;6.87;17.99;w;f;f;d;a
e;5.08;x;t;l;f;a;c;r;7.02;8.94;l;f;f;d;u
p;4.57;x;t;p;f;x;c;w;6.11;7.11;w;f;f;d;u
e;4.06;f;g;n;f;a;d;g;6.39;3.76;g;f;f;d;w
e;6.87;f;y;w;f;e;c;n;5.09;13.02;w;t;e;m;u
p;6.43;x;t;g;f;d;c;y;6.18;10.66;n;f;f;d;w
p;7.28;o;k;y;f;a;c;y;1.66;16.3;y;f;f;d;w
p;7.13;x;i;n;f;a;c;k;7.09;7.82;n;t;z;g;a
p;2.11;b;g;y;f;a;c;n;5.69;2.81;n;f;f;m;s
p;1.39;o;k;n;f;a;c;n;4.57;1.46;n;f;f;d;s
e;15.04;p;y;n;f;a;c;w;24.91;18.45;n;t;m;d;a
e;8.08;f;t;n;t;a;c;w;10.13;16.12;w;t;g;d;a
p;7.22;f;y;y;f;s;c;y;8.07;19.42;y;f;f;d;a
p;13.07;x;t;n;f;a;d;w;13.07;33.64;w;f;f;d;a
p;21.59;f;g;k;f;p;c;y;5.33;43.8;n;f;f;d;w
e;14.43;x;y;n;t;e;c;w;11.02;18.82;w;t;f;d;u
e;3.12;b;g;w;f;x;d;w;3.91;3.17;y;f;f;g;u
p;2.88;s;w;o;t;d;c;n;2.83;5.97;n;f;f;d;a
e;3.66;f;h;n;f;a;c;k;6.49;6.28;w;f;f;d;u
e;1.69;c;g;n;f;a;c;g;4.86;1.45;g;f;f;d;a
p;5.3;s;t;e;t;d;c;p;4.66;5.13;n;f;f;d;a
e;1.42;x;t;y;f;d;c;w;5.92;2.07;y;f;f;h;u
e;7.9;f;g;n;f;s;c;n;9.6;12.6;o;f;f;d;a
p;4.28;f;l;n;f;x;d;y;5.18;5.1;y;f;f;d;a
e;10.13;s;t;n;f;s;c;u;6.65;19.36;b;f;f;l;w
p;9.7;x;y;y;f;a;c;y;8.5;9.59;n;t;f;d;u
p;2.85;x;y;o;f;a;c;o;3.33;6.23;y;f;f;m;a
e;16.28;s;t;n;f;a;d;y;6.2;16.84;w;f;f;d;a
e;8.74;p;s;w;f;e;c;w;24.23;12.7;w;t;e;d;s
e;6.38;f;s;b;f;x;c;w;7.0;10.02;n;f;f;l;w
p;3.14;f;t;y;f;a;c;r;5.11;5.77;r;f;f;m;u
p;4.01;x;t;r;f;s;c;n;6.14;7.17;n;t;e;d;a
e;1.19;x;w;g;f;a;d;k;5.16;2.65;w;f;f;d;w
e;22.66;f;y;w;f;a;c;w;26.42;21.25;n;t;m;m;a
e;3.91;b;g;g;f;a;d;g;5.84;3.45;n;f;f;d;w
e;7.93;x;t;n;f;s;c;g;5.49;19.64;u;f;f;g;a
e;4.22;f;g;n;f;a;d;g;4.45;2.85;g;f;f;d;s
p;2.51;f;t;n;f;a;c;y;7.49;3.07;y;f;f;g;u
e;54.25;o;y;y;f;p;c;y;8.1;46.13;k;f;f;d;s
p;5.2;x;i;y;f;a;c;n;7.01;6.45;n;t;z;d;u
p;3.49;o;s;o;f;f;f;f;0.0;0.0;f;t;f;d;a
p;8.24;b;t;w;f;e;c;w;13.86;12.32;w;t;e;d;u
e;5.18;f;s;b;f;x;c;w;6.15;8.72;n;f;f;l;w
p;1.24;x;t;n;f;a;c;k;5.01;2.28;n;f;f;g;a
e;7.49;f;t;n;t;a;c;w;11.05;17.93;w;t;g;d;u
p;1.81;x;i;l;f;a;c;p;3.49;2.36;w;f;f;g;u
e;7.9;x;h;y;f;p;c;y;8.86;15.25;y;t;f;d;a
e;7.89;x;h;y;f;p;c;y;6.89;15.86;y;t;f;d;a
e;6.74;f;t;g;f;s;c;p;5.04;17.56;u;f;f;g;a
p;1.67;f;t;n;f;a;c;n;7.79;3.11;y;f;f;g;a
e;1.45;c;g;n;f;a;c;g;5.24;1.49;g;f;f;l;a
e;4.57;x;t;y;f;a;c;o;5.04;9.2;w;f;f;d;u
e;6.47;x;s;e;f;d;d;w;7.77;12.71;n;t;f;d;w
e;4.1;x;t;n;f;d;c;o;6.09;8.41;w;f;f;d;a
e;12.26;p;s;w;t;e;c;g;9.35;17.44;w;t;r;m;u
p;7.48;x;g;n;f;e;c;w;8.02;13.22;w;t;p;d;u
e;7.77;s;d;o;f;d;d;o;7.48;13.9;w;f;f;d;a
p;5.04;x;t;p;f;a;c;g;3.12;11.39;y;f;f;d;a
p;10.03;s;t;y;t;d;c;o;5.55;12.54;w;t;f;d;a
e;1.69;c;g;n;f;a;c;w;5.0;1.33;g;f;f;l;u
e;3.06;x;s;w;f;d;d;w;4.07;7.17;w;f;f;m;a
p;8.2;x;h;r;f;a;c;w;11.54;16.99;w;t;p;d;a
e;4.46;o;l;n;f;f;f;f;4.89;41.96;n;f;f;d;u
e;7.63;x;s;y;f;d;d;w;8.04;13.55;n;t;f;d;w
p;2.61;f;d;b;f;x;c;y;3.16;2.55;n;f;f;l;u
p;1.64;x;t;n;f;a;c;k;4.9;2.52;n;f;f;g;u
e;8.3;x;t;g;t;p;c;g;13.12;26.57;w;f;f;d;a
e;1.22;x;s;n;f;d;c;w;6.64;2.06;y;f;f;d;a
p;6.33;p;s;n;f;a;c;w;8.04;12.26;w;t;z;d;s
e;1.5;x;g;y;f;d;c;w;6.32;2.31;y;f;f;d;u
e;9.11;f;t;p;f;x;c;w;8.68;20.36;w;f;f;d;u
p;0.75;x;g;y;f;a;c;y;3.58;0.87;w;f;f;d;a
p;8.57;x;g;n;f;e;c;w;7.95;15.88;w;t;p;d;u
p;14.85;x;s;w;f;s;c;y;7.8;18.78;n;f;f;d;u
e;3.96;x;d;n;f;p;c;e;5.19;10.68;n;f;f;d;a
p;8.94;x;t;n;f;a;d;w;10.37;30.69;w;f;f;d;u
e;7.71;f;t;g;f;d;c;y;2.27;13.88;w;f;f;d;w
p;11.53;o;t;n;f;f;f;f;3.7;26.64;n;f;f;d;s
e;8.74;f;d;w;f;s;c;w;8.52;29.83;w;f;f;m;u
p;3.3;x;k;n;f;s;c;p;3.83;2.82;n;f;f;g;u
p;7.65;x;e;n;f;a;c;n;10.0;14.42;n;f;f;h;a
p;6.07;x;e;e;f;a;c;g;8.28;10.3;y;t;z;d;a
e;8.35;x;t;n;f;p;d;y;7.28;11.59;n;f;f;g;u
e;1.64;c;g;n;f;a;c;w;4.63;1.38;g;f;f;d;u
e;19.6;x;t;n;f;p;c;y;20.85;78.94;n;f;f;d;a
p;3.27;x;t;n;f;s;c;n;5.33;6.64;w;t;z;d;a
p;7.43;f;y;u;f;s;c;y;8.45;19.16;u;f;f;d;a
e;10.77;x;s;n;t;p;c;n;7.49;18.1;n;t;p;d;u
p;2.74;o;t;k;f;f;f;f;3.76;15.77;n;f;f;d;a
p;5.33;b;k;n;f;d;c;n;4.85;5.66;n;t;f;d;u
p;3.89;o;s;y;f;f;f;f;0.0;0.0;f;t;f;d;s
p;10.02;s;t;y;t;d;c;o;4.54;12.42;w;t;f;d;a
p;2.81;f;t;w;f;x;c;p;7.65;3.71;p;f;f;d;a
e;3.55;s;t;y;f;f;f;f;6.62;8.01;o;f;f;d;a
e;5.43;x;t;y;f;a;c;w;5.18;13.16;g;f;f;d;w
p;9.71;x;t;n;t;d;c;n;5.88;14.49;n;f;f;d;a
e;6.48;x;t;n;t;a;c;w;10.22;13.64;w;t;g;d;a
p;5.04;x;t;o;f;a;c;n;5.28;6.12;o;t;z;d;a
p;3.04;x;t;n;f;s;c;p;4.92;6.97;w;t;z;d;a
p;4.98;x;y;r;f;s;c;n;6.57;8.19;l;t;e;m;a
p;1.23;b;t;n;f;a;c;g;3.07;2.47;n;t;f;m;u
p;0.87;b;t;n;f;a;c;k;3.63;2.64;n;t;f;m;a
p;3.19;f;t;p;f;a;c;y;5.38;7.1;r;f;f;m;a
e;14.62;x;y;n;t;e;c;w;9.19;16.2;w;t;f;d;a
p;1.9;b;t;g;f;a;c;g;5.31;2.02;n;f;f;d;u
p;3.97;f;l;y;f;x;d;y;5.2;4.75;n;f;f;l;a
p;17.18;x;h;n;t;p;c;e;9.5;32.49;y;f;f;d;u
p;3.75;b;y;l;f;s;c;n;5.95;6.99;l;t;e;m;u
e;10.2;x;h;n;f;p;d;y;7.42;12.65;n;f;f;g;u
e;11.01;x;i;n;t;e;c;p;9.2;18.22;w;t;p;l;a
e;8.6;f;t;y;f;a;c;w;6.44;16.01;w;f;f;d;w
p;7.33;o;t;n;f;a;c;o;1.47;15.39;y;f;f;d;w
p;3.41;s;d;w;f;d;d;p;3.7;2.55;w;f;f;g;a
p;1.6;o;k;n;f;a;c;n;3.83;1.48;n;f;f;d;w
e;9.95;s;t;u;f;s;c;u;8.23;20.9;b;f;f;l;a
e;5.28;x;h;n;f;x;c;n;6.45;7.04;n;t;r;d;w
p;6.28;s;t;y;f;x;c;y;5.16;14.61;y;f;f;d;a
p;3.39;f;s;w;f;d;c;w;2.93;7.6;w;f;f;g;a
p;5.6;s;d;y;f;d;c;o;3.48;6.93;o;f;f;d;a
p;7.7;x;s;n;f;s;c;n;5.84;7.61;n;f;f;d;a
p;3.77;f;l;e;f;x;d;y;6.05;4.89;y;f;f;l;u
e;9.58;x;s;n;f;e;c;w;7.79;9.99;w;f;f;d;s
e;4.53;x;y;n;f;s;c;y;4.07;6.96;w;f;f;d;a
e;1.65;x;t;y;f;d;c;w;5.27;1.97;y;f;f;h;u
p;2.79;s;d;w;f;d;d;p;3.18;2.17;w;f;f;g;u
e;7.51;p;t;g;f;a;c;w;7.97;14.81;g;f;f;g;a
e;16.37;x;e;n;f;a;c;w;9.13;27.38;w;f;f;d;w
e;5.63;b;h;k;f;s;d;w;5.37;10.33;g;f;f;d;u
p;8.32;x;e;y;f;a;c;y;9.98;21.63;y;t;r;d;w
p;4.42;o;s;o;f;f;f;f;0.0;0.0;f;t;f;d;a
e;9.71;f;y;n;f;a;c;w;8.48;25.87;n;t;e;d;a
p;3.07;x;t;n;f;s;c;n;5.33;7.4;w;t;z;d;u
p;9.35;s;t;p;t;d;c;p;8.49;15.51;p;t;f;d;a
p;4.47;s;t;e;t;d;c;p;5.55;5.87;e;f;f;d;u
p;1.27;f;s;y;f;f;f;f;3.97;5.65;y;f;f;d;u
e;13.23;f;t;g;f;s;c;u;7.16;19.3;b;f;f;d;w
p;5.59;c;e;w;t;x;c;p;6.79;12.59;w;f;f;g;a
e;5.07;x;h;n;f;x;c;w;4.92;6.0;n;t;r;d;u
e;10.19;x;s;n;f;e;c;p;6.37;10.09;n;f;f;d;s
p;7.67;x;y;w;t;a;c;n;7.58;13.63;w;t;l;g;u
p;4.26;f;t;u;f;a;c;w;4.23;7.34;w;f;f;d;a
p;9.69;o;k;o;f;a;c;y;1.6;16.93;y;f;f;d;w
e;7.47;x;t;n;t;p;c;g;11.83;23.01;w;f;f;d;u
e;3.88;x;s;n;f;p;c;n;4.87;9.6;n;f;f;d;a
p;3.07;x;t;n;f;s;c;n;4.4;5.45;w;t;z;d;u
p;3.17;f;d;n;f;x;c;y;4.38;3.16;n;f;f;d;a
p;2.3;x;g;e;f;a;c;p;6.87;2.33;w;f;f;d;a
p;3.73;f;y;w;f;e;c;w;4.35;3.47;w;t;e;d;a
e;1.22;c;g;n;t;a;c;w;5.94;1.02;n;f;f;h;u
p;3.25;x;d;w;f;a;d;p;3.77;2.61;w;f;f;g;a
e;3.74;s;d;u;t;d;c;p;4.32;6.35;g;f;f;d;a
p;3.91;x;y;r;f;s;c;n;5.93;7.5;w;t;e;g;u
p;6.12;x;t;e;f;a;c;w;4.33;13.5;y;f;f;d;a
p;5.04;f;k;n;f;p;c;n;3.17;4.74;n;t;f;d;u
p;3.47;f;y;e;f;e;c;n;3.87;3.29;w;t;e;m;u
p;5.92;x;s;n;f;s;c;g;5.18;6.19;n;f;f;d;a
p;7.06;f;d;n;t;d;c;w;7.01;10.18;n;f;f;d;a
p;1.35;b;t;g;f;a;c;g;4.66;1.96;n;f;f;d;u
p;7.06;x;y;w;t;a;c;p;7.28;12.96;w;t;l;d;a
e;48.46;o;y;y;f;p;c;y;7.41;38.29;n;f;f;d;u
e;7.36;f;y;e;f;a;c;w;6.25;24.04;n;t;e;d;w
e;8.64;f;h;n;f;s;c;n;8.87;12.21;o;f;f;d;a
p;3.21;f;w;o;t;d;c;y;3.14;6.4;n;f;f;d;u
p;2.85;o;l;g;f;f;f;f;0.0;0.0;f;f;f;d;u
p;12.07;x;t;n;f;e;c;w;11.23;15.52;w;t;g;d;u
e;4.6;f;t;n;f;x;c;u;6.02;3.91;w;f;f;d;u
p;8.25;x;g;n;f;e;c;w;8.1;15.42;w;t;p;d;u
e;4.93;x;y;g;f;s;c;y;4.43;6.3;w;f;f;d;a
